Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
0,0,AIR SEYCHELLES,505,21,3,2239
0,0,AIR SEYCHELLES,841,22,1,1607
0,10.053,AIR SEYCHELLES,2,20,4,42
0,46.7,AIR SEYCHELLES,52,20,3,217
0,6.569,AIR SEYCHELLES,1256,24,1,1678
0.005,6.442,AIR SEYCHELLES,964,23,3,832
0.056,0.524,AIR SEYCHELLES,148,21,2,348
0.131,61.779,AIR SEYCHELLES,6629,19,1,7304
0.167,14.496,AIR SEYCHELLES,1736,24,2,2175
0.172,10.77,AIR SEYCHELLES,1738,23,2,2475
0.216,20.102,AIR SEYCHELLES,973,22,3,1369
0.329,37.316,AIR SEYCHELLES,5776,19,4,5248
0.338,7.994,AIR SEYCHELLES,5903,15,4,5165
0.361,41.237,AIR SEYCHELLES,6823,19,2,8582
0.376,6.101,AIR SEYCHELLES,6332,16,1,6340
0.39999999999999997,18.851,AIR SEYCHELLES,1808,23,4,1826
0.41,8.415,AIR SEYCHELLES,5377,15,3,5068
0.461,28.447,AIR SEYCHELLES,6543,16,3,6906
0.73,14.769,AIR SEYCHELLES,2481,20,1,3315
0.802,3.522,AIR SEYCHELLES,3374,15,1,3690
1.045,86.502,AIR SEYCHELLES,5995,18,4,5546
1.071,24.217,AIR SEYCHELLES,1581,22,4,1915
1.129,69.911,AIR SEYCHELLES,5311,18,3,6453
1.138,40.247,AIR SEYCHELLES,0,20,2,0
1.304,18.57,AIR SEYCHELLES,7740,17,1,7842
1.385,10.809,AIR SEYCHELLES,4695,16,4,12121
1.603,148.175,AIR SEYCHELLES,7963,17,4,7524
1.649,12.561,AIR SEYCHELLES,594,22,2,1118
1.721,12.4,AIR SEYCHELLES,3965,15,2,4175
1.966,29.044,AIR SEYCHELLES,8931,17,2,9320
18.019,29.102,AIR SEYCHELLES,4733,18,1,4979
2.237,2.77,AIR SEYCHELLES,1088,23,1,1782
2.593,10.219,AIR SEYCHELLES,6546,16,2,6907
26.941,59.876,AIR SEYCHELLES,6417,18,2,7143
3.101,61.795,AIR SEYCHELLES,7157,19,3,8201
3.285,97.448,AIR SEYCHELLES,7092,17,3,8003
0.354,358.8568,AIR TANZANIA,9371,23,3,10624
0.413,159.99372,AIR TANZANIA,8180,24,2,8999
1.938,60.683099999999996,AIR TANZANIA,7058,23,4,5594
11.93,107.48669999999998,AIR TANZANIA,6625,24,1,7674
141.12,122.9655,AIR TANZANIA,3229,22,2,4268
149.1946,284.1564,AIR TANZANIA,7503,23,1,9329
19.044,242.7209,AIR TANZANIA,9257,22,4,7753
2.8571999999999997,282.8557,AIR TANZANIA,7144,22,3,7983
25.0793,231.9926,AIR TANZANIA,7793,23,2,8867
47.0959,252.82819999999998,AIR TANZANIA,4064,22,1,5526
0,0,AKASA AIR,79,24,1,380
0,60.492,AKASA AIR,9979,24,2,9086
0.44,23.804,ALL NIPPON AIRWAYS,0,20,2,607
1011.276,1249.489,ALL NIPPON AIRWAYS,11863,24,1,17628
1023.322,1250.25,ALL NIPPON AIRWAYS,8380,15,2,17044
1053.301,895.866,ALL NIPPON AIRWAYS,20079,16,3,20772
1082.29,779.636,ALL NIPPON AIRWAYS,536,21,2,1753
1082.579,1254.822,ALL NIPPON AIRWAYS,11752,23,3,16503
1130.369,695.552,ALL NIPPON AIRWAYS,24822,16,4,24044
1155.029,1227.656,ALL NIPPON AIRWAYS,22706,19,2,27293
1222.932,697.405,ALL NIPPON AIRWAYS,22743,18,3,23339
1224.222,1242.863,ALL NIPPON AIRWAYS,20678,19,1,26719
1328.656,1413.244,ALL NIPPON AIRWAYS,12947,24,2,17796
1421.489,1263.933,ALL NIPPON AIRWAYS,20945,17,1,25624
1430.532,861.997,ALL NIPPON AIRWAYS,27624,18,4,27347
1447.133,1145.065,ALL NIPPON AIRWAYS,21166,18,2,23322
1492.351,1155.368,ALL NIPPON AIRWAYS,1057,21,1,820
1498.701,1281.936,ALL NIPPON AIRWAYS,21294,18,1,24301
1638.99,1053.837,ALL NIPPON AIRWAYS,24334,17,4,24236
1644.651,1038.346,ALL NIPPON AIRWAYS,22246,17,3,23332
1650.095,1225.117,ALL NIPPON AIRWAYS,22193,17,2,25451
1839.8668,1657.15101,ALL NIPPON AIRWAYS,16189,19,4,15631
429.894,1284.772,ALL NIPPON AIRWAYS,15517,16,1,18611
467.599,1212.599,ALL NIPPON AIRWAYS,14499,15,1,18144
494.752,648.277,ALL NIPPON AIRWAYS,12238,15,4,11483
521.061,798.562,ALL NIPPON AIRWAYS,1311,21,3,1111
617.821,886.142,ALL NIPPON AIRWAYS,3593,22,2,8182
682.978,724.102,ALL NIPPON AIRWAYS,14358,19,3,19719
695.309,1233.797,ALL NIPPON AIRWAYS,7916,23,1,14682
707.837,914.003,ALL NIPPON AIRWAYS,8772,22,4,9166
718.979,794.615,ALL NIPPON AIRWAYS,10261,15,3,11571
760.541,1157.543,ALL NIPPON AIRWAYS,9089,23,2,17110
765.181,743.608,ALL NIPPON AIRWAYS,5190,22,3,9605
782.086,899.972,ALL NIPPON AIRWAYS,1710,22,1,2820
865.672,985.053,ALL NIPPON AIRWAYS,2433,21,4,1876
921.95,1142.964,ALL NIPPON AIRWAYS,19038,16,2,23174
940.683,955.438,ALL NIPPON AIRWAYS,13939,23,4,14724
950.4414999999999,1120.6361000000002,ALL NIPPON AIRWAYS,7770,20,1,11073
960.8793999999999,899.4788100000001,ALL NIPPON AIRWAYS,383,20,4,628
-,-,ALLIANCE AIR,3839,23,4,3667
0,0,ALLIANCE AIR,347,22,4,238
0,0,ALLIANCE AIR,4641,24,2,4591
0,0,ALLIANCE AIR,2914,23,1,2657
0,0,ALLIANCE AIR,3034,23,2,2752
0,0,ALLIANCE AIR,4946,24,1,4644
0,0,ALLIANCE AIR,4836,23,3,4575
0,0,ALLIANCE AIR,1352,20,1,1310
0,0,ALLIANCE AIR,868,19,4,764
146.296,41.05,AMERICAN AIRLINES,6213,22,2,7795
148.43810000000002,227.1005,AMERICAN AIRLINES,22644,24,2,19596
224.84320000000002,176.236,AMERICAN AIRLINES,22182,24,1,18021
225.96269999999998,257.3855,AMERICAN AIRLINES,25334,23,4,14898
265.5456,248.3951,AMERICAN AIRLINES,17765,23,3,22093
272.01059999999995,680.8802,AMERICAN AIRLINES,20735,23,2,20231
291.7728000000001,398.01009999999997,AMERICAN AIRLINES,20261,23,1,19154
308.3905,830.634,AMERICAN AIRLINES,25196,22,4,15900
328.22369999999995,309.05170000000004,AMERICAN AIRLINES,19511,22,1,19589
426.5211,181.31210000000002,AMERICAN AIRLINES,17840,22,3,22234
0,1.218,ARIANA AFGHAN,3,22,2,64
0,115.494,ARIANA AFGHAN,0,22,1,0
0.525,13.889,ARIANA AFGHAN,6260,15,1,7003
0.625,70.12,ARIANA AFGHAN,3977,15,3,4257
1.607,94.825,ARIANA AFGHAN,0,23,3,0
1.614,141.419,ARIANA AFGHAN,113,22,3,5
1.629,79.799,ARIANA AFGHAN,0,24,1,0
1.715,67.891,ARIANA AFGHAN,4076,15,2,5668
102.913,280.414,ARIANA AFGHAN,7739,18,1,8564
113.157,241.374,ARIANA AFGHAN,4616,16,4,3824
120.479,54.676,ARIANA AFGHAN,989,21,3,965
124.904,215.541,ARIANA AFGHAN,7310,17,1,6765
133.916,289.288,ARIANA AFGHAN,6616,17,4,5624
141.595,289.362,ARIANA AFGHAN,7074,19,1,6554
146.717,295.897,ARIANA AFGHAN,6630,18,3,5040
147.021,159.76,ARIANA AFGHAN,3,23,2,3
154.273,319.687,ARIANA AFGHAN,104,20,3,565
155.597,257.766,ARIANA AFGHAN,4287,15,4,3390
156.076,250.555,ARIANA AFGHAN,4240,16,3,3227
2.581,56.748,ARIANA AFGHAN,2935,19,4,2448
21.284,109.957,ARIANA AFGHAN,41,22,4,30
236.393,234.521,ARIANA AFGHAN,1836,21,2,3892
308.692,332.624,ARIANA AFGHAN,3004,20,4,2147
32.364,122.673,ARIANA AFGHAN,4,23,1,0
32.429,159.907,ARIANA AFGHAN,77,24,2,120
36.572,192.215,ARIANA AFGHAN,54,20,2,2813
39.149,166.482,ARIANA AFGHAN,0,23,4,0
42.92,107.725,ARIANA AFGHAN,3685,19,3,2268
45.874,162.289,ARIANA AFGHAN,5091,17,3,4264
51.082,81.922,ARIANA AFGHAN,1134,19,2,2697
58.592,227.302,ARIANA AFGHAN,2101,16,2,3296
59.974,212.508,ARIANA AFGHAN,5189,18,4,4262
6.414,90.283,ARIANA AFGHAN,4634,20,1,4460
66.13,192.229,ARIANA AFGHAN,3366,17,2,4982
69.263,246.564,ARIANA AFGHAN,5620,18,2,6559
84.054,144.032,ARIANA AFGHAN,1080,21,1,1006
95.564,331.169,ARIANA AFGHAN,6462,16,1,7067
134.553,236.311,ASIANA AIRLINES,11616,16,3,10332
144.274,933.458,ASIANA AIRLINES,9939,15,4,8763
161.0917,61.5007,ASIANA AIRLINES,9070,23,4,8825
195.903,162.435,ASIANA AIRLINES,8084,15,3,8215
215.3256,85.6898,ASIANA AIRLINES,6780,24,1,9595
234.075,260.74,ASIANA AIRLINES,5908,16,2,7729
27.477,8.079,ASIANA AIRLINES,1473,19,3,885
272.541,268.392,ASIANA AIRLINES,16497,16,4,12956
292.8,301.188,ASIANA AIRLINES,9884,19,2,16455
304.859,272.325,ASIANA AIRLINES,17181,18,1,19666
323.465,189.636,ASIANA AIRLINES,17604,17,1,19160
330.184,243.374,ASIANA AIRLINES,18009,17,4,15463
378.79,198.514,ASIANA AIRLINES,17532,18,4,14962
436.146,253.252,ASIANA AIRLINES,13369,17,3,11961
441.434,225.756,ASIANA AIRLINES,10887,17,2,13854
443.274,185.99,ASIANA AIRLINES,16717,19,1,20290
533.504,225.235,ASIANA AIRLINES,8915,18,2,14215
583.797,173.032,ASIANA AIRLINES,13224,18,3,12499
68.119,193.521,ASIANA AIRLINES,8889,15,1,9829
73.307,75.65660000000001,ASIANA AIRLINES,3961,23,2,5743
79.5517,27.6423,ASIANA AIRLINES,1991,24,2,2826
82.202,245.189,ASIANA AIRLINES,5984,15,2,7718
87.849,260.612,ASIANA AIRLINES,8561,16,1,9246
0,0,AUSTRIAN AIRLINES,0,17,1,0
0,0,AUSTRIAN AIRLINES,0,16,3,0
0,0,AUSTRIAN AIRLINES,0,17,2,0
0,0,AUSTRIAN AIRLINES,0,16,4,0
20.787,28.845,AUSTRIAN AIRLINES,208,16,2,670
431.536,624.443,AUSTRIAN AIRLINES,15418,15,4,11621
453.851,588.433,AUSTRIAN AIRLINES,10892,16,1,13463
513.98,732.103,AUSTRIAN AIRLINES,14994,15,3,16733
518.179,665.825,AUSTRIAN AIRLINES,10481,15,2,16315
563.768,707.026,AUSTRIAN AIRLINES,13318,15,1,15529
0,0,AZERBAIJAN AIRLINES,3022,22,4,2494
0,0,AZERBAIJAN AIRLINES,461,22,3,420
0,0,AZERBAIJAN AIRLINES,602,23,1,799
0,19.762,AZERBAIJAN AIRLINES,4607,24,1,5542
0,68.52,AZERBAIJAN AIRLINES,5050,23,4,5032
0,72.656,AZERBAIJAN AIRLINES,6580,24,2,6859
0,87.53,AZERBAIJAN AIRLINES,4636,23,2,4518
0.009,54.608,AZERBAIJAN AIRLINES,5768,23,3,5447
0.613,116.467,BANGKOK AIRWAYS,12288,17,2,12901
1.251,156.189,BANGKOK AIRWAYS,10123,17,3,9941
1.63,127.225,BANGKOK AIRWAYS,9382,16,3,10151
1.961,114.648,BANGKOK AIRWAYS,10315,16,4,11336
10.686,195.927,BANGKOK AIRWAYS,12125,18,2,11923
10.901,800.435,BANGKOK AIRWAYS,8385,19,3,6745
121.76,47.135,BANGKOK AIRWAYS,12526,15,4,12198
13.096,165.675,BANGKOK AIRWAYS,9615,15,3,9964
14.165,236.431,BANGKOK AIRWAYS,11146,19,1,10045
15.387,151.821,BANGKOK AIRWAYS,11328,15,2,11857
18.317,208.339,BANGKOK AIRWAYS,10736,15,1,10985
2.32,156.32,BANGKOK AIRWAYS,12132,16,1,12229
24.266,255.446,BANGKOK AIRWAYS,10991,18,4,10373
3.516,117.538,BANGKOK AIRWAYS,11713,16,2,11772
31.459,214.294,BANGKOK AIRWAYS,9062,18,3,8666
40.118,97.12,BANGKOK AIRWAYS,10927,18,1,10862
46.743,96.075,BANGKOK AIRWAYS,12191,17,4,12255
6.467,168.876,BANGKOK AIRWAYS,13220,19,2,13032
74.978,106.799,BANGKOK AIRWAYS,5142,20,1,4768
82.31,33.702,BANGKOK AIRWAYS,11239,17,1,11451
92.747,160.04379999999998,BANGKOK AIRWAYS,8662,19,4,9640
0,0,BATIK AIR,21244,17,4,20904
0,0,BATIK AIR,3023,23,3,3431
0,0,BATIK AIR,25640,18,2,23514
0,0,BATIK AIR,22895,18,1,24352
0,0.13,BATIK AIR,10024,17,3,10614
0,15.222,BATIK AIR,10953,23,4,10315
0,20.597,BATIK AIR,11129,24,2,11030
0,50.15,BATIK AIR,9849,24,1,11095
1.462,14.305,BATIK AIR,25579,18,3,24880
1.539,23.436,BATIK AIR,13890,19,4,12117
10.125,23.986,BATIK AIR,8700,20,1,9415
16.148,65.189,BATIK AIR,13345,19,3,11153
2.931,45.462,BATIK AIR,21935,18,4,18125
3.841,49.457,BATIK AIR,13434,19,2,13621
5.483,32.434,BATIK AIR,12694,19,1,13669
0,0,BHUTAN AIRLINES,2080,22,4,2071
0,0,BHUTAN AIRLINES,6422,18,4,6022
0,0,BHUTAN AIRLINES,6821,23,4,5409
0,0,BHUTAN AIRLINES,9775,24,2,9314
0,0,BHUTAN AIRLINES,0,15,1,0
0,0,BHUTAN AIRLINES,1184,23,1,1106
0,0,BHUTAN AIRLINES,4997,15,3,5120
0,0,BHUTAN AIRLINES,3140,17,1,2908
0,0,BHUTAN AIRLINES,5301,19,1,5825
0,0,BHUTAN AIRLINES,5678,17,4,4036
0,0,BHUTAN AIRLINES,4542,16,3,4540
0,0,BHUTAN AIRLINES,3950,23,2,3783
0,0,BHUTAN AIRLINES,7192,24,1,7857
0,0,BHUTAN AIRLINES,4999,17,2,4730
0,0,BHUTAN AIRLINES,7122,15,4,6638
0,0,BHUTAN AIRLINES,9152,19,2,8293
0,0,BHUTAN AIRLINES,4870,16,4,4546
0,0,BHUTAN AIRLINES,4931,23,3,3297
0,0,BHUTAN AIRLINES,8227,16,2,8524
0,0,BHUTAN AIRLINES,6250,15,2,5887
0,0,BHUTAN AIRLINES,2614,17,3,3056
0,0,BHUTAN AIRLINES,6653,18,2,5943
0,0,BHUTAN AIRLINES,3926,18,1,3668
0,0,BHUTAN AIRLINES,4368,18,3,4438
0,0,BHUTAN AIRLINES,3284,19,3,3482
0,0.637,BHUTAN AIRLINES,5193,16,1,4986
0,1.274,BHUTAN AIRLINES,3227,20,1,2869
0,3.891,BHUTAN AIRLINES,7483,19,4,7037
0,0,BIMAN BANGLADESH,18232,16,1,18722
0.066,78.415,BIMAN BANGLADESH,18201,16,2,20609
0.192,0.967,BIMAN BANGLADESH,1994,21,1,2829
0.196,2.083,BIMAN BANGLADESH,666,20,4,1090
0.231,2.81,BIMAN BANGLADESH,11367,17,1,13286
0.264,66.22,BIMAN BANGLADESH,10453,17,2,13270
0.307,4.833,BIMAN BANGLADESH,9466,15,3,9259
0.348,6.497,BIMAN BANGLADESH,9391,17,3,11078
0.431,124.275,BIMAN BANGLADESH,10577,15,1,11759
0.64,2.693,BIMAN BANGLADESH,12912,16,4,13362
0.814,10.849,BIMAN BANGLADESH,8890,15,2,14905
1.342,373.747,BIMAN BANGLADESH,27710,22,4,31039
1.55,216.595,BIMAN BANGLADESH,20882,19,2,21725
1.71,136.521,BIMAN BANGLADESH,23750,23,2,26182
10.747,18.437,BIMAN BANGLADESH,113,20,2,1026
101.761,324.798,BIMAN BANGLADESH,12942,21,4,13633
185.178,7.825,BIMAN BANGLADESH,168,21,2,295
22.214,305.807,BIMAN BANGLADESH,16693,20,1,19978
226.061,151.197,BIMAN BANGLADESH,961,21,3,1178
24.917,321.211,BIMAN BANGLADESH,18686,22,2,21604
26.483,35.758,BIMAN BANGLADESH,0,20,3,0
28.257,312.2,BIMAN BANGLADESH,12346,22,1,10115
31.914,56.216,BIMAN BANGLADESH,17684,17,4,20893
32.815,316.633,BIMAN BANGLADESH,24266,24,2,29800
4.19,80.935,BIMAN BANGLADESH,14905,18,4,18486
47.394,188.42,BIMAN BANGLADESH,18782,18,2,22097
5.684,86.382,BIMAN BANGLADESH,8392,19,3,9970
57.976,42.967,BIMAN BANGLADESH,20729,18,1,21804
6.907,302.261,BIMAN BANGLADESH,22764,22,3,24666
65.297,254.74900000000002,BIMAN BANGLADESH,22589,23,4,25231
65.932,343.35,BIMAN BANGLADESH,28334,24,1,33075
7.623,21.198,BIMAN BANGLADESH,13868,16,3,15741
7.694,308.84,BIMAN BANGLADESH,30552,23,1,32653
7.879,160.104,BIMAN BANGLADESH,15640,19,1,20300
72.65,13.166,BIMAN BANGLADESH,11894,18,3,15963
8.74,175.662,BIMAN BANGLADESH,16715,19,4,17742
89.748,148.756,BIMAN BANGLADESH,22749,23,3,24257
9.622,10.259,BIMAN BANGLADESH,16432,15,4,17353
1228.451,138.249,BLUE DART AVIATION,0,20,2,0
1230.325,998.65,BLUE DART AVIATION,0,21,4,0
133.545,7.098,BLUE DART AVIATION,0,20,3,0
178.053,149.428,BLUE DART AVIATION,0,21,2,0
270.645,17.601,BLUE DART AVIATION,0,20,4,0
50.389,103.236,BLUE DART AVIATION,0,21,1,0
510.891,36.841,BLUE DART AVIATION,0,22,1,0
1202.47,2103.8,BRITISH AIRWAYS,23813,21,1,24666
1736.25,2772.46,BRITISH AIRWAYS,10360,21,2,18206
1889.55,4280.42,BRITISH AIRWAYS,40050,20,4,25813
2293.18,4690.61,BRITISH AIRWAYS,27667,21,3,37918
3081.33,5312.55,BRITISH AIRWAYS,71954,22,2,81994
3087.3,5362.99,BRITISH AIRWAYS,79454,15,1,99505
3141,5475,BRITISH AIRWAYS,94938,15,4,81642
3222.171,6031.523,BRITISH AIRWAYS,133951,16,4,110942
3285.881,6170.015,BRITISH AIRWAYS,106736,16,2,137500
3813.7,7588.44,BRITISH AIRWAYS,100522,23,1,125460
3836.5,8186.98,BRITISH AIRWAYS,136299,22,4,109210
4014.6,6907.36,BRITISH AIRWAYS,96388,20,1,126070
4073.76,8243.28,BRITISH AIRWAYS,115298,23,2,140750
4125.7,7471.24,BRITISH AIRWAYS,100053,22,3,126030
4158.25,9146.63,BRITISH AIRWAYS,129926,17,4,109606
4189.09,8166.68,BRITISH AIRWAYS,121179,23,3,148079
4191.6,10203.09,BRITISH AIRWAYS,160599,23,4,126810
4216.69,8771.03,BRITISH AIRWAYS,135045,19,4,115054
4278.36,9153.08,BRITISH AIRWAYS,117248,19,1,136741
4313,8092,BRITISH AIRWAYS,124003,16,1,146094
4375.18,16264.38,BRITISH AIRWAYS,411673,19,3,500395
4405.44,9163.92,BRITISH AIRWAYS,136330,18,4,120257
4412.28,8693.796,BRITISH AIRWAYS,119850,24,2,141136
4589.16,9171.05,BRITISH AIRWAYS,118327,18,3,131315
4710.07,9293.16,BRITISH AIRWAYS,108685,18,2,132869
4720,9327,BRITISH AIRWAYS,108268,15,2,139196
4751.51,8743.72,BRITISH AIRWAYS,121155,16,3,134303
4771.05,8329.42,BRITISH AIRWAYS,123266,18,1,139968
4841,8688,BRITISH AIRWAYS,116646,15,3,133178
4847.45,8899.74,BRITISH AIRWAYS,120407,17,1,137991
4877.51,10777.05,BRITISH AIRWAYS,149203,24,1,163177
4902.34,9084.1,BRITISH AIRWAYS,111998,19,2,134083
5335.85,9567.15,BRITISH AIRWAYS,111641,17,2,135186
6840.7,8292.45,BRITISH AIRWAYS,125242,17,3,124081
913,3390.41,BRITISH AIRWAYS,5817,20,3,12510
940.21,1961.27,BRITISH AIRWAYS,21040,21,4,19872
0,0,BRUSSELS AIRLINES,669,19,1,1430
463.274,719.847,BRUSSELS AIRLINES,16216,18,4,10017
471.023,757.486,BRUSSELS AIRLINES,11657,17,2,14590
480.699,751.058,BRUSSELS AIRLINES,11983,17,3,13381
505.509,710.783,BRUSSELS AIRLINES,12370,18,3,14021
612.924,840.357,BRUSSELS AIRLINES,10682,18,2,13828
710.793,1084.606,BRUSSELS AIRLINES,15153,17,4,10895
8.768,2.152,BRUSSELS AIRLINES,465,17,1,237
825.417,898.649,BRUSSELS AIRLINES,12373,18,1,17237
0,0,BUDDHA AIR,1505,22,4,1441
0,0,BUDDHA AIR,1099,22,3,918
0,0,BUDDHA AIR,1022,18,4,898
0,0,BUDDHA AIR,1583,23,4,1484
0,0,BUDDHA AIR,1272,24,2,1089
0,0,BUDDHA AIR,1406,23,1,1366
0,0,BUDDHA AIR,240,17,1,212
0,0,BUDDHA AIR,1048,19,1,999
0,0,BUDDHA AIR,215,17,4,173
0,0,BUDDHA AIR,555,22,2,485
0,0,BUDDHA AIR,89,16,3,86
0,0,BUDDHA AIR,1190,23,2,1132
0,0,BUDDHA AIR,1395,24,1,1501
0,0,BUDDHA AIR,166,17,2,196
0,0,BUDDHA AIR,1763,19,2,1617
0,0,BUDDHA AIR,141,16,4,144
0,0,BUDDHA AIR,93,16,2,115
0,0,BUDDHA AIR,77,17,3,72
0,0,BUDDHA AIR,250,18,2,221
0,0,BUDDHA AIR,339,18,1,338
0,0,BUDDHA AIR,692,18,3,675
0,0,BUDDHA AIR,748,20,1,782
0,0,BUDDHA AIR,2074,19,4,1749
0,0,BUDDHA AIR,258,19,3,239
0,0,BUDHHA AIR,590,15,1,664
0,0,BUDHHA AIR,0,15,3,0
0,0,BUDHHA AIR,0,15,4,0
0,0,BUDHHA AIR,113,15,2,109
0,0,BUDHHA AIR,87,16,1,56
1519.301,2457.366,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,16,3,0
174.414,350.538,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,17,2,0
265.845,448.248,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,17,3,0
281.605,451.582,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,17,4,0
324.485,535.031,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,18,1,0
398.629,875.482,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,16,4,0
623.56,1229.376,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,16,2,0
706.933,1343.722,CARGOLUX AIRLINES INTERNATIONAL S.A.,0,17,1,0
11233.649399999998,8640.107399999999,CATHAY PACIFIC,103859,19,3,131413
11751.458079999999,8910.847,CATHAY PACIFIC,55460,20,1,66672
13920.709,19661.867,CATHAY PACIFIC,82056,15,1,90401
15089.161300000002,6924.0738200000005,CATHAY PACIFIC,31630,22,4,31043
16480.1921,8121.674309999999,CATHAY PACIFIC,0,21,1,0
16735.410399999997,6987.44918,CATHAY PACIFIC,8217,22,3,16278
17357.1872,8488.634199999999,CATHAY PACIFIC,0,22,1,0
17420.77,13587.194,CATHAY PACIFIC,88477,16,1,98681
18374.984,11742.318,CATHAY PACIFIC,82449,17,1,96918
18699.06286,11858.098300000001,CATHAY PACIFIC,0,20,4,0
18932.108799999995,12060.168430000003,CATHAY PACIFIC,0,20,3,0
19082.2016,8183.500050000001,CATHAY PACIFIC,30753,23,1,46722
19082.899,16792.397,CATHAY PACIFIC,103153,19,1,127403
19276.016,13126.819,CATHAY PACIFIC,99177,16,2,103431
19523.7524,9998.54565,CATHAY PACIFIC,97651,23,4,98756
20092.795199999997,10092.038940000002,CATHAY PACIFIC,0,21,3,0
20174.283,10571.779,CATHAY PACIFIC,98815,16,4,88118
20255.282929999998,8275.361770000001,CATHAY PACIFIC,69335,23,2,80320
20283.83226,8791.36515,CATHAY PACIFIC,0,21,4,0
20396.028899999998,8833.719920000001,CATHAY PACIFIC,92098,24,2,102076
20985.453899999997,10894.193364,CATHAY PACIFIC,83248,24,1,107181
21073.758,12422.114,CATHAY PACIFIC,124100,15,2,130865
21141.406,12194.395,CATHAY PACIFIC,94874,15,4,96426
21200.662000000004,10045.631870000001,CATHAY PACIFIC,3418,22,2,3286
21584.388,11916.271,CATHAY PACIFIC,96826,17,2,105927
21631.8344,19132.808399999998,CATHAY PACIFIC,89972,18,1,105687
21686.633,11709.236,CATHAY PACIFIC,90892,16,3,92644
21766.072,18664.497,CATHAY PACIFIC,121411,19,2,144909
21792.714,16277.056,CATHAY PACIFIC,96332,18,2,109307
22688.5987,7734.25577,CATHAY PACIFIC,77781,23,3,85511
22767.967190000007,19580.64833,CATHAY PACIFIC,136022,19,4,271364
22827.877,13106.266,CATHAY PACIFIC,85075,18,3,100300
23540.088,14333.053,CATHAY PACIFIC,105135,17,4,95593
24245.994,12847.591,CATHAY PACIFIC,86632,17,3,93234
24455.188,13167.34,CATHAY PACIFIC,118141,18,4,111487
28383.861,11726.677,CATHAY PACIFIC,91065,15,3,90533
33177.6199,7980.63924,CATHAY PACIFIC,0,21,2,0
8181.3017,6076.65033,CATHAY PACIFIC,0,20,2,0
1005.491,1812.485,CHINA AIRLINES LTD,6636,19,3,7514
1271.107,1190.193,CHINA AIRLINES LTD,10503,19,4,8112
1280.602,868.664,CHINA AIRLINES LTD,0,20,4,0
1360.375,1552.668,CHINA AIRLINES LTD,6857,20,1,8344
1788.9922000000001,1611.3142,CHINA AIRLINES LTD,36,21,1,58
185.226,240.706,CHINA AIRLINES LTD,0,23,3,0
194.287,255.665,CHINA AIRLINES LTD,3714,15,1,12974
201.433,264.428,CHINA AIRLINES LTD,2313,15,2,14373
206.723,276.563,CHINA AIRLINES LTD,0,20,2,0
225.288,269.833,CHINA AIRLINES LTD,3379,16,2,12913
239.435,258.829,CHINA AIRLINES LTD,2801,15,3,14897
239.848,379.051,CHINA AIRLINES LTD,5435,16,1,15320
249.217,261.052,CHINA AIRLINES LTD,6099,15,4,11289
345.467,488.033,CHINA AIRLINES LTD,0,23,4,0
386.96,516.29,CHINA AIRLINES LTD,0,24,2,0
452.323,561.736,CHINA AIRLINES LTD,0,23,2,0
475.79,687.869,CHINA AIRLINES LTD,0,24,1,0
514.267,253.307,CHINA AIRLINES LTD,5319,16,3,14977
564.674,648.359,CHINA AIRLINES LTD,0,21,2,0
569.867,603.435,CHINA AIRLINES LTD,0,20,3,0
580.986,982.191,CHINA AIRLINES LTD,4151,18,2,6349
584.211,639.486,CHINA AIRLINES LTD,0,23,1,0
585.872,665.066,CHINA AIRLINES LTD,8430,17,1,9342
593.904,692.495,CHINA AIRLINES LTD,5744,17,3,5967
604.695,643.213,CHINA AIRLINES LTD,3498,17,2,5942
607.943,700.608,CHINA AIRLINES LTD,0,22,3,0
610.942,879.698,CHINA AIRLINES LTD,9043,17,4,7444
613.224,840.441,CHINA AIRLINES LTD,0,22,1,0
621.715,593.493,CHINA AIRLINES LTD,8120,16,4,12762
625.08,775.879,CHINA AIRLINES LTD,0,22,2,0
637.447,604.694,CHINA AIRLINES LTD,0,22,4,0
655.928,898.389,CHINA AIRLINES LTD,9288,18,1,9942
75.929,99.585,CHINA AIRLINES LTD,0,21,4,0
775.421,967.1,CHINA AIRLINES LTD,6809,19,2,7443
835.74,996.148,CHINA AIRLINES LTD,9343,19,1,10753
884.039,1342.146,CHINA AIRLINES LTD,5752,18,3,6725
971.967,1024.747,CHINA AIRLINES LTD,9442,18,4,7365
1024.84,2792.18,CHINA EASTERN AIRLINES,25946,18,2,33007
1026.478,583.014,CHINA EASTERN AIRLINES,26172,17,2,29615
16.595,1.923,CHINA EASTERN AIRLINES,0,21,4,0
19.752,4.652729999999999,CHINA EASTERN AIRLINES,0,20,3,397
285.448,47.6986,CHINA EASTERN AIRLINES,12975,20,1,12142
508.764,625.584,CHINA EASTERN AIRLINES,20304,15,1,21878
510.1073,569.5779,CHINA EASTERN AIRLINES,23348,19,4,22556
